OBJECTID,break_date,pipe_size,pipe_depth_ft,soil_type,repair_time_minutes
2489,1970/01/01 00:00:00+00,NA,NA,NA,NA
2490,1970/01/01 00:00:00+00,NA,NA,NA,NA
2491,1970/01/01 00:00:00+00,NA,NA,NA,NA
2493,1970/01/01 00:00:00+00,NA,NA,NA,NA
2494,1970/01/01 00:00:00+00,NA,NA,NA,NA
2496,1970/01/01 00:00:00+00,NA,NA,NA,NA
2497,1970/01/01 00:00:00+00,NA,NA,NA,NA
2498,1970/01/01 00:00:00+00,NA,NA,NA,NA
2499,1970/01/01 00:00:00+00,NA,NA,NA,NA
2500,1970/01/01 00:00:00+00,NA,NA,NA,NA
2502,1970/01/01 00:00:00+00,NA,NA,NA,NA
2503,1970/01/01 00:00:00+00,NA,NA,NA,NA
2505,1970/01/01 00:00:00+00,NA,NA,NA,NA
2507,1970/01/01 00:00:00+00,NA,NA,NA,NA
2508,1970/01/01 00:00:00+00,NA,NA,NA,NA
2510,1970/01/01 00:00:00+00,NA,NA,NA,NA
2513,1970/01/01 00:00:00+00,NA,NA,NA,NA
2514,1970/01/01 00:00:00+00,NA,NA,NA,NA
2515,1970/01/01 00:00:00+00,NA,NA,NA,NA
2516,1970/01/01 00:00:00+00,NA,NA,NA,NA
2517,1970/01/01 00:00:00+00,NA,NA,NA,NA
2519,1970/01/01 00:00:00+00,NA,NA,NA,NA
2520,1970/01/01 00:00:00+00,NA,NA,NA,NA
2521,1970/01/01 00:00:00+00,NA,NA,NA,NA
2522,1970/01/01 00:00:00+00,NA,NA,NA,NA
2523,1970/01/01 00:00:00+00,NA,NA,NA,NA
2524,1970/01/01 00:00:00+00,NA,NA,NA,NA
2526,1970/01/01 00:00:00+00,NA,NA,NA,NA
2527,1970/01/01 00:00:00+00,NA,NA,NA,NA
2528,1970/01/01 00:00:00+00,NA,NA,NA,NA
2529,1970/01/01 00:00:00+00,NA,NA,NA,NA
2530,1970/01/01 00:00:00+00,NA,NA,NA,NA
2532,1970/01/01 00:00:00+00,NA,NA,NA,NA
2534,1970/01/01 00:00:00+00,NA,NA,NA,NA
2535,1970/01/01 00:00:00+00,NA,NA,NA,NA
2536,1970/01/01 00:00:00+00,NA,NA,NA,NA
2537,1970/01/01 00:00:00+00,NA,NA,NA,NA
2538,1970/01/01 00:00:00+00,NA,NA,NA,NA
2539,1970/01/01 00:00:00+00,NA,NA,NA,NA
2540,1970/01/01 00:00:00+00,NA,NA,NA,NA
2541,1970/01/01 00:00:00+00,NA,NA,NA,NA
2542,1970/01/01 00:00:00+00,NA,NA,NA,NA
2543,1970/01/01 00:00:00+00,NA,NA,NA,NA
2544,1970/01/01 00:00:00+00,NA,NA,NA,NA
2545,1970/01/01 00:00:00+00,NA,NA,NA,NA
2546,1970/01/01 00:00:00+00,NA,NA,NA,NA
2547,1970/01/01 00:00:00+00,NA,NA,NA,NA
2548,1970/01/01 00:00:00+00,NA,NA,NA,NA
2549,1970/01/01 00:00:00+00,NA,NA,NA,NA
2550,1970/01/01 00:00:00+00,NA,NA,NA,NA
2551,1970/01/01 00:00:00+00,NA,NA,NA,NA
2552,1970/01/01 00:00:00+00,NA,NA,NA,NA
2553,1970/01/01 00:00:00+00,NA,NA,NA,NA
2554,1970/01/01 00:00:00+00,NA,NA,NA,NA
2555,1970/01/01 00:00:00+00,NA,NA,NA,NA
2556,1970/01/01 00:00:00+00,NA,NA,NA,NA
2557,1970/01/01 00:00:00+00,NA,NA,NA,NA
2558,1970/01/01 00:00:00+00,NA,NA,NA,NA
2559,1970/01/01 00:00:00+00,NA,NA,NA,NA
2561,1970/01/01 00:00:00+00,NA,NA,NA,NA
2562,1970/01/01 00:00:00+00,NA,NA,NA,NA
2563,1970/01/01 00:00:00+00,NA,NA,NA,NA
2564,1970/01/01 00:00:00+00,NA,NA,NA,NA
2567,1970/01/01 00:00:00+00,NA,NA,NA,NA
2568,1970/01/01 00:00:00+00,NA,NA,NA,NA
2570,1970/01/01 00:00:00+00,NA,NA,NA,NA
2571,1970/01/01 00:00:00+00,NA,NA,NA,NA
2572,1970/01/01 00:00:00+00,NA,NA,NA,NA
2574,1970/01/01 00:00:00+00,NA,NA,NA,NA
2575,1970/01/01 00:00:00+00,NA,NA,NA,NA
2576,1970/01/01 00:00:00+00,NA,NA,NA,NA
2577,1970/01/01 00:00:00+00,NA,NA,NA,NA
2578,1970/01/01 00:00:00+00,NA,NA,NA,NA
2579,1970/01/01 00:00:00+00,NA,NA,NA,NA
2580,1970/01/01 00:00:00+00,NA,NA,NA,NA
2582,1970/01/01 00:00:00+00,NA,NA,NA,NA
2583,1970/01/01 00:00:00+00,NA,NA,NA,NA
2585,1970/01/01 00:00:00+00,NA,NA,NA,NA
2588,1970/01/01 00:00:00+00,NA,NA,NA,NA
2589,1970/01/01 00:00:00+00,NA,NA,NA,NA
2590,1970/01/01 00:00:00+00,NA,NA,NA,NA
2593,1970/01/01 00:00:00+00,NA,NA,NA,NA
2594,1970/01/01 00:00:00+00,NA,NA,NA,NA
2596,1970/01/01 00:00:00+00,NA,NA,NA,NA
2597,1970/01/01 00:00:00+00,NA,NA,NA,NA
2598,1970/01/01 00:00:00+00,NA,NA,NA,NA
2599,1970/01/01 00:00:00+00,NA,NA,NA,NA
2602,1970/01/01 00:00:00+00,NA,NA,NA,NA
2603,1970/01/01 00:00:00+00,NA,NA,NA,NA
2605,1970/01/01 00:00:00+00,NA,NA,NA,NA
2606,1970/01/01 00:00:00+00,NA,NA,NA,NA
2609,1970/01/01 00:00:00+00,NA,NA,NA,NA
2610,1970/01/01 00:00:00+00,NA,NA,NA,NA
2611,1970/01/01 00:00:00+00,NA,NA,NA,NA
2612,1970/01/01 00:00:00+00,NA,NA,NA,NA
2613,1970/01/01 00:00:00+00,NA,NA,NA,NA
2615,1970/01/01 00:00:00+00,NA,NA,NA,NA
2617,1970/01/01 00:00:00+00,NA,NA,NA,NA
2619,1970/01/01 00:00:00+00,NA,NA,NA,NA
2621,1970/01/01 00:00:00+00,NA,NA,NA,NA
2622,1970/01/01 00:00:00+00,NA,NA,NA,NA
2623,1970/01/01 00:00:00+00,NA,NA,NA,NA
2624,1970/01/01 00:00:00+00,NA,NA,NA,NA
2625,1970/01/01 00:00:00+00,NA,NA,NA,NA
2627,1970/01/01 00:00:00+00,NA,NA,NA,NA
2628,1970/01/01 00:00:00+00,NA,NA,NA,NA
2630,1970/01/01 00:00:00+00,NA,NA,NA,NA
2633,1970/01/01 00:00:00+00,NA,NA,NA,NA
2634,1970/01/01 00:00:00+00,NA,NA,NA,NA
2636,1970/01/01 00:00:00+00,NA,NA,NA,NA
2637,1970/01/01 00:00:00+00,NA,NA,NA,NA
2639,1970/01/01 00:00:00+00,NA,NA,NA,NA
2640,1970/01/01 00:00:00+00,NA,NA,NA,NA
2642,1970/01/01 00:00:00+00,NA,NA,NA,NA
2643,1970/01/01 00:00:00+00,NA,NA,NA,NA
2646,1970/01/01 00:00:00+00,NA,NA,NA,NA
2647,1970/01/01 00:00:00+00,NA,NA,NA,NA
2648,1970/01/01 00:00:00+00,NA,NA,NA,NA
2649,1970/01/01 00:00:00+00,NA,NA,NA,NA
2650,1970/01/01 00:00:00+00,NA,NA,NA,NA
2651,1970/01/01 00:00:00+00,NA,NA,NA,NA
2652,1970/01/01 00:00:00+00,NA,NA,NA,NA
2653,1970/01/01 00:00:00+00,NA,NA,NA,NA
2654,1970/01/01 00:00:00+00,NA,NA,NA,NA
2657,1970/01/01 00:00:00+00,NA,NA,NA,NA
2658,1970/01/01 00:00:00+00,NA,NA,NA,NA
2659,1970/01/01 00:00:00+00,NA,NA,NA,NA
2660,1970/01/01 00:00:00+00,NA,NA,NA,NA
2661,1970/01/01 00:00:00+00,NA,NA,NA,NA
2665,1970/01/01 00:00:00+00,NA,NA,NA,NA
2666,1970/01/01 00:00:00+00,NA,NA,NA,NA
2667,1970/01/01 00:00:00+00,NA,NA,NA,NA
2668,1970/01/01 00:00:00+00,NA,NA,NA,NA
2669,1970/01/01 00:00:00+00,NA,NA,NA,NA
2670,1970/01/01 00:00:00+00,NA,NA,NA,NA
2672,1970/01/01 00:00:00+00,NA,NA,NA,NA
2673,1970/01/01 00:00:00+00,NA,NA,NA,NA
2676,1970/01/01 00:00:00+00,NA,NA,NA,NA
2678,1970/01/01 00:00:00+00,NA,NA,NA,NA
2679,1970/01/01 00:00:00+00,NA,NA,NA,NA
2680,1970/01/01 00:00:00+00,NA,NA,NA,NA
2681,1970/01/01 00:00:00+00,NA,NA,NA,NA
2682,1970/01/01 00:00:00+00,NA,NA,NA,NA
2684,1970/01/01 00:00:00+00,NA,NA,NA,NA
2685,1970/01/01 00:00:00+00,NA,NA,NA,NA
2686,1970/01/01 00:00:00+00,NA,NA,NA,NA
2688,1970/01/01 00:00:00+00,NA,NA,NA,NA
2689,1970/01/01 00:00:00+00,NA,NA,NA,NA
2690,1970/01/01 00:00:00+00,NA,NA,NA,NA
2691,1970/01/01 00:00:00+00,NA,NA,NA,NA
2692,1970/01/01 00:00:00+00,NA,NA,NA,NA
2694,1970/01/01 00:00:00+00,NA,NA,NA,NA
2695,1970/01/01 00:00:00+00,NA,NA,NA,NA
2699,1970/01/01 00:00:00+00,NA,NA,NA,NA
2700,1970/01/01 00:00:00+00,NA,NA,NA,NA
2701,1970/01/01 00:00:00+00,NA,NA,NA,NA
2702,1970/01/01 00:00:00+00,NA,NA,NA,NA
2703,1970/01/01 00:00:00+00,NA,NA,NA,NA
2705,1970/01/01 00:00:00+00,NA,NA,NA,NA
2706,1970/01/01 00:00:00+00,NA,NA,NA,NA
2707,1970/01/01 00:00:00+00,NA,NA,NA,NA
2708,1970/01/01 00:00:00+00,NA,NA,NA,NA
2709,1970/01/01 00:00:00+00,NA,NA,NA,NA
2710,1970/01/01 00:00:00+00,NA,NA,NA,NA
2711,1970/01/01 00:00:00+00,NA,NA,NA,NA
2712,1970/01/01 00:00:00+00,NA,NA,NA,NA
2713,1970/01/01 00:00:00+00,NA,NA,NA,NA
2714,1970/01/01 00:00:00+00,NA,NA,NA,NA
2715,1970/01/01 00:00:00+00,NA,NA,NA,NA
2716,1970/01/01 00:00:00+00,NA,NA,NA,NA
2717,1970/01/01 00:00:00+00,NA,NA,NA,NA
2718,1970/01/01 00:00:00+00,NA,NA,NA,NA
2719,1970/01/01 00:00:00+00,NA,NA,NA,NA
2720,1970/01/01 00:00:00+00,NA,NA,NA,NA
2721,1970/01/01 00:00:00+00,NA,NA,NA,NA
2723,1970/01/01 00:00:00+00,NA,NA,NA,NA
2724,1970/01/01 00:00:00+00,NA,NA,NA,NA
2726,1970/01/01 00:00:00+00,NA,NA,NA,NA
2727,1970/01/01 00:00:00+00,NA,NA,NA,NA
2728,1970/01/01 00:00:00+00,NA,NA,NA,NA
2731,1970/01/01 00:00:00+00,NA,NA,NA,NA
2732,1970/01/01 00:00:00+00,NA,NA,NA,NA
2733,1970/01/01 00:00:00+00,NA,NA,NA,NA
2734,1970/01/01 00:00:00+00,NA,NA,NA,NA
2735,1970/01/01 00:00:00+00,NA,NA,NA,NA
2738,1970/01/01 00:00:00+00,NA,NA,NA,NA
2739,1970/01/01 00:00:00+00,NA,NA,NA,NA
2740,1970/01/01 00:00:00+00,NA,NA,NA,NA
2742,1970/01/01 00:00:00+00,NA,NA,NA,NA
2744,1970/01/01 00:00:00+00,NA,NA,NA,NA
2748,1970/01/01 00:00:00+00,NA,NA,NA,NA
2750,1970/01/01 00:00:00+00,NA,NA,NA,NA
2751,1970/01/01 00:00:00+00,NA,NA,NA,NA
2752,1970/01/01 00:00:00+00,NA,NA,NA,NA
2753,1970/01/01 00:00:00+00,NA,NA,NA,NA
2754,1970/01/01 00:00:00+00,NA,NA,NA,NA
2755,1970/01/01 00:00:00+00,NA,NA,NA,NA
2756,1970/01/01 00:00:00+00,NA,NA,NA,NA
2758,1970/01/01 00:00:00+00,NA,NA,NA,NA
2759,1970/01/01 00:00:00+00,NA,NA,NA,NA
2760,1970/01/01 00:00:00+00,NA,NA,NA,NA
2761,1970/01/01 00:00:00+00,NA,NA,NA,NA
2762,1970/01/01 00:00:00+00,NA,NA,NA,NA
2764,1970/01/01 00:00:00+00,NA,NA,NA,NA
2765,1970/01/01 00:00:00+00,NA,NA,NA,NA
2766,1970/01/01 00:00:00+00,NA,NA,NA,NA
2767,1970/01/01 00:00:00+00,NA,NA,NA,NA
2769,1970/01/01 00:00:00+00,NA,NA,NA,NA
2771,1970/01/01 00:00:00+00,NA,NA,NA,NA
2772,1970/01/01 00:00:00+00,NA,NA,NA,NA
2773,1970/01/01 00:00:00+00,NA,NA,NA,NA
2774,1970/01/01 00:00:00+00,NA,NA,NA,NA
2775,1970/01/01 00:00:00+00,NA,NA,NA,NA
2776,1970/01/01 00:00:00+00,NA,NA,NA,NA
2777,1970/01/01 00:00:00+00,NA,NA,NA,NA
2778,1970/01/01 00:00:00+00,NA,NA,NA,NA
2779,1970/01/01 00:00:00+00,NA,NA,NA,NA
2780,1970/01/01 00:00:00+00,NA,NA,NA,NA
2781,1970/01/01 00:00:00+00,NA,NA,NA,NA
2782,1970/01/01 00:00:00+00,NA,NA,NA,NA
2784,1970/01/01 00:00:00+00,NA,NA,NA,NA
2786,1970/01/01 00:00:00+00,NA,NA,NA,NA
2787,1970/01/01 00:00:00+00,NA,NA,NA,NA
2788,1970/01/01 00:00:00+00,NA,NA,NA,NA
2789,1970/01/01 00:00:00+00,NA,NA,NA,NA
2790,1970/01/01 00:00:00+00,NA,NA,NA,NA
2791,1970/01/01 00:00:00+00,NA,NA,NA,NA
2792,1970/01/01 00:00:00+00,NA,NA,NA,NA
2793,1970/01/01 00:00:00+00,NA,NA,NA,NA
2794,1970/01/01 00:00:00+00,NA,NA,NA,NA
2795,1970/01/01 00:00:00+00,NA,NA,NA,NA
2796,1970/01/01 00:00:00+00,NA,NA,NA,NA
2798,1970/01/01 00:00:00+00,NA,NA,NA,NA
2799,1970/01/01 00:00:00+00,NA,NA,NA,NA
2800,1970/01/01 00:00:00+00,NA,NA,NA,NA
2801,1970/01/01 00:00:00+00,NA,NA,NA,NA
2802,1970/01/01 00:00:00+00,NA,NA,NA,NA
2803,1970/01/01 00:00:00+00,NA,NA,NA,NA
2804,1970/01/01 00:00:00+00,NA,NA,NA,NA
2805,1970/01/01 00:00:00+00,NA,NA,NA,NA
2806,1970/01/01 00:00:00+00,NA,NA,NA,NA
2807,1970/01/01 00:00:00+00,NA,NA,NA,NA
2809,1970/01/01 00:00:00+00,NA,NA,NA,NA
2810,1970/01/01 00:00:00+00,NA,NA,NA,NA
2811,1970/01/01 00:00:00+00,NA,NA,NA,NA
2812,1970/01/01 00:00:00+00,NA,NA,NA,NA
2813,1970/01/01 00:00:00+00,NA,NA,NA,NA
2814,1970/01/01 00:00:00+00,NA,NA,NA,NA
2815,1970/01/01 00:00:00+00,NA,NA,NA,NA
2816,1970/01/01 00:00:00+00,NA,NA,NA,NA
2817,1970/01/01 00:00:00+00,NA,NA,NA,NA
2818,1970/01/01 00:00:00+00,NA,NA,NA,NA
2819,1970/01/01 00:00:00+00,NA,NA,NA,NA
2820,1970/01/01 00:00:00+00,NA,NA,NA,NA
2821,1970/01/01 00:00:00+00,NA,NA,NA,NA
2822,1970/01/01 00:00:00+00,NA,NA,NA,NA
2823,1970/01/01 00:00:00+00,NA,NA,NA,NA
2824,1970/01/01 00:00:00+00,NA,NA,NA,NA
2825,1970/01/01 00:00:00+00,NA,NA,NA,NA
2826,1970/01/01 00:00:00+00,NA,NA,NA,NA
2827,1970/01/01 00:00:00+00,NA,NA,NA,NA
2833,1970/01/01 00:00:00+00,NA,NA,NA,NA
2834,1970/01/01 00:00:00+00,NA,NA,NA,NA
2835,1970/01/01 00:00:00+00,NA,NA,NA,NA
2837,1970/01/01 00:00:00+00,NA,NA,NA,NA
2838,1970/01/01 00:00:00+00,NA,NA,NA,NA
2839,1970/01/01 00:00:00+00,NA,NA,NA,NA
2840,1970/01/01 00:00:00+00,NA,NA,NA,NA
2841,1970/01/01 00:00:00+00,NA,NA,NA,NA
2846,1970/01/01 00:00:00+00,NA,NA,NA,NA
2848,1970/01/01 00:00:00+00,NA,NA,NA,NA
2849,1970/01/01 00:00:00+00,NA,NA,NA,NA
2851,1970/01/01 00:00:00+00,NA,NA,NA,NA
2852,1970/01/01 00:00:00+00,NA,NA,NA,NA
2853,1970/01/01 00:00:00+00,NA,NA,NA,NA
2854,1970/01/01 00:00:00+00,NA,NA,NA,NA
2855,1970/01/01 00:00:00+00,NA,NA,NA,NA
2856,1970/01/01 00:00:00+00,NA,NA,NA,NA
2857,1970/01/01 00:00:00+00,NA,NA,NA,NA
2858,1970/01/01 00:00:00+00,NA,NA,NA,NA
2859,1970/01/01 00:00:00+00,NA,NA,NA,NA
2860,1970/01/01 00:00:00+00,NA,NA,NA,NA
2861,1970/01/01 00:00:00+00,NA,NA,NA,NA
2862,1970/01/01 00:00:00+00,NA,NA,NA,NA
2863,1970/01/01 00:00:00+00,NA,NA,NA,NA
2864,1970/01/01 00:00:00+00,NA,NA,NA,NA
2866,1970/01/01 00:00:00+00,NA,NA,NA,NA
2867,1970/01/01 00:00:00+00,NA,NA,NA,NA
2868,1970/01/01 00:00:00+00,NA,NA,NA,NA
2873,1970/01/01 00:00:00+00,NA,NA,NA,NA
2874,1970/01/01 00:00:00+00,NA,NA,NA,NA
2875,1970/01/01 00:00:00+00,NA,NA,NA,NA
2876,1970/01/01 00:00:00+00,NA,NA,NA,NA
2877,1970/01/01 00:00:00+00,NA,NA,NA,NA
2878,1970/01/01 00:00:00+00,NA,NA,NA,NA
2879,1970/01/01 00:00:00+00,NA,NA,NA,NA
2880,1970/01/01 00:00:00+00,NA,NA,NA,NA
2881,1970/01/01 00:00:00+00,NA,NA,NA,NA
2883,1970/01/01 00:00:00+00,NA,NA,NA,NA
2885,1970/01/01 00:00:00+00,NA,NA,NA,NA
2887,1970/01/01 00:00:00+00,NA,NA,NA,NA
2888,1970/01/01 00:00:00+00,NA,NA,NA,NA
2889,1970/01/01 00:00:00+00,NA,NA,NA,NA
2890,1970/01/01 00:00:00+00,NA,NA,NA,NA
2891,1970/01/01 00:00:00+00,NA,NA,NA,NA
2892,1970/01/01 00:00:00+00,NA,NA,NA,NA
2893,1970/01/01 00:00:00+00,NA,NA,NA,NA
2894,1970/01/01 00:00:00+00,NA,NA,NA,NA
2895,1970/01/01 00:00:00+00,NA,NA,NA,NA
2896,1970/01/01 00:00:00+00,NA,NA,NA,NA
2897,1970/01/01 00:00:00+00,NA,NA,NA,NA
2898,1970/01/01 00:00:00+00,NA,NA,NA,NA
2899,1970/01/01 00:00:00+00,NA,NA,NA,NA
2900,1970/01/01 00:00:00+00,NA,NA,NA,NA
2901,1970/01/01 00:00:00+00,NA,NA,NA,NA
2904,1970/01/01 00:00:00+00,NA,NA,NA,NA
2906,1970/01/01 00:00:00+00,NA,NA,NA,NA
2907,1970/01/01 00:00:00+00,NA,NA,NA,NA
2909,1970/01/01 00:00:00+00,NA,NA,NA,NA
2911,1970/01/01 00:00:00+00,NA,NA,NA,NA
2912,1970/01/01 00:00:00+00,NA,NA,NA,NA
2913,1970/01/01 00:00:00+00,NA,NA,NA,NA
2914,1970/01/01 00:00:00+00,NA,NA,NA,NA
2915,1970/01/01 00:00:00+00,NA,NA,NA,NA
2918,1970/01/01 00:00:00+00,NA,NA,NA,NA
2919,1970/01/01 00:00:00+00,NA,NA,NA,NA
2920,1970/01/01 00:00:00+00,NA,NA,NA,NA
2921,1970/01/01 00:00:00+00,NA,NA,NA,NA
2922,1970/01/01 00:00:00+00,NA,NA,NA,NA
2923,1970/01/01 00:00:00+00,NA,NA,NA,NA
2924,1970/01/01 00:00:00+00,NA,NA,NA,NA
2925,1970/01/01 00:00:00+00,NA,NA,NA,NA
2926,1970/01/01 00:00:00+00,NA,NA,NA,NA
2927,1970/01/01 00:00:00+00,NA,NA,NA,NA
2928,1970/01/01 00:00:00+00,NA,NA,NA,NA
2930,1970/01/01 00:00:00+00,NA,NA,NA,NA
2932,1970/01/01 00:00:00+00,NA,NA,NA,NA
2933,1970/01/01 00:00:00+00,NA,NA,NA,NA
2935,1970/01/01 00:00:00+00,NA,NA,NA,NA
2936,1970/01/01 00:00:00+00,NA,NA,NA,NA
2939,1970/01/01 00:00:00+00,NA,NA,NA,NA
2940,1970/01/01 00:00:00+00,NA,NA,NA,NA
2941,1970/01/01 00:00:00+00,NA,NA,NA,NA
2942,1970/01/01 00:00:00+00,NA,NA,NA,NA
2943,1970/01/01 00:00:00+00,NA,NA,NA,NA
2944,1970/01/01 00:00:00+00,NA,NA,NA,NA
2945,1970/01/01 00:00:00+00,NA,NA,NA,NA
2947,1970/01/01 00:00:00+00,NA,NA,NA,NA
2948,1970/01/01 00:00:00+00,NA,NA,NA,NA
2949,1970/01/01 00:00:00+00,NA,NA,NA,NA
2950,1970/01/01 00:00:00+00,NA,NA,NA,NA
2951,1970/01/01 00:00:00+00,NA,NA,NA,NA
2952,1970/01/01 00:00:00+00,NA,NA,NA,NA
2953,1970/01/01 00:00:00+00,NA,NA,NA,NA
2955,1970/01/01 00:00:00+00,NA,NA,NA,NA
2957,1970/01/01 00:00:00+00,NA,NA,NA,NA
2958,1970/01/01 00:00:00+00,NA,NA,NA,NA
2959,1970/01/01 00:00:00+00,NA,NA,NA,NA
2960,1970/01/01 00:00:00+00,NA,NA,NA,NA
2961,1970/01/01 00:00:00+00,NA,NA,NA,NA
2962,1970/01/01 00:00:00+00,NA,NA,NA,NA
2963,1970/01/01 00:00:00+00,NA,NA,NA,NA
2964,1970/01/01 00:00:00+00,NA,NA,NA,NA
2965,1970/01/01 00:00:00+00,NA,NA,NA,NA
2966,1970/01/01 00:00:00+00,NA,NA,NA,NA
2968,1970/01/01 00:00:00+00,NA,NA,NA,NA
2969,1970/01/01 00:00:00+00,NA,NA,NA,NA
2970,1970/01/01 00:00:00+00,NA,NA,NA,NA
2971,1970/01/01 00:00:00+00,NA,NA,NA,NA
2973,1970/01/01 00:00:00+00,NA,NA,NA,NA
2975,1970/01/01 00:00:00+00,NA,NA,NA,NA
2976,1970/01/01 00:00:00+00,NA,NA,NA,NA
2977,1970/01/01 00:00:00+00,NA,NA,NA,NA
2978,1970/01/01 00:00:00+00,NA,NA,NA,NA
2980,1970/01/01 00:00:00+00,NA,NA,NA,NA
2981,1970/01/01 00:00:00+00,NA,NA,NA,NA
2982,1970/01/01 00:00:00+00,NA,NA,NA,NA
2983,1970/01/01 00:00:00+00,NA,NA,NA,NA
2984,1970/01/01 00:00:00+00,NA,NA,NA,NA
2985,1970/01/01 00:00:00+00,NA,NA,NA,NA
2986,1970/01/01 00:00:00+00,NA,NA,NA,NA
2988,1970/01/01 00:00:00+00,NA,NA,NA,NA
2989,1970/01/01 00:00:00+00,NA,NA,NA,NA
2990,1970/01/01 00:00:00+00,NA,NA,NA,NA
2991,1970/01/01 00:00:00+00,NA,NA,NA,NA
2992,1970/01/01 00:00:00+00,NA,NA,NA,NA
2993,1970/01/01 00:00:00+00,NA,NA,NA,NA
2994,1970/01/01 00:00:00+00,NA,NA,NA,NA
2995,1970/01/01 00:00:00+00,NA,NA,NA,NA
2997,1970/01/01 00:00:00+00,NA,NA,NA,NA
2999,1970/01/01 00:00:00+00,NA,NA,NA,NA
3002,1970/01/01 00:00:00+00,NA,NA,NA,NA
3004,1970/01/01 00:00:00+00,NA,NA,NA,NA
3005,1970/01/01 00:00:00+00,NA,NA,NA,NA
3008,1970/01/01 00:00:00+00,NA,NA,NA,NA
3010,1970/01/01 00:00:00+00,NA,NA,NA,NA
3014,1970/01/01 00:00:00+00,NA,NA,NA,NA
3015,1970/01/01 00:00:00+00,NA,NA,NA,NA
3016,1970/01/01 00:00:00+00,NA,NA,NA,NA
3017,1970/01/01 00:00:00+00,NA,NA,NA,NA
3018,1970/01/01 00:00:00+00,NA,NA,NA,NA
3020,1970/01/01 00:00:00+00,NA,NA,NA,NA
3021,1970/01/01 00:00:00+00,NA,NA,NA,NA
3022,1970/01/01 00:00:00+00,NA,NA,NA,NA
3023,1970/01/01 00:00:00+00,NA,NA,NA,NA
3024,1970/01/01 00:00:00+00,NA,NA,NA,NA
3025,1970/01/01 00:00:00+00,NA,NA,NA,NA
3026,1970/01/01 00:00:00+00,NA,NA,NA,NA
3027,1970/01/01 00:00:00+00,NA,NA,NA,NA
3028,1970/01/01 00:00:00+00,NA,NA,NA,NA
3030,1970/01/01 00:00:00+00,NA,NA,NA,NA
3031,1970/01/01 00:00:00+00,NA,NA,NA,NA
3035,1970/01/01 00:00:00+00,NA,NA,NA,NA
3037,1970/01/01 00:00:00+00,NA,NA,NA,NA
3038,1970/01/01 00:00:00+00,NA,NA,NA,NA
3042,1970/01/01 00:00:00+00,NA,NA,NA,NA
3043,1970/01/01 00:00:00+00,NA,NA,NA,NA
3044,1970/01/01 00:00:00+00,NA,NA,NA,NA
3045,1970/01/01 00:00:00+00,NA,NA,NA,NA
3047,1970/01/01 00:00:00+00,NA,NA,NA,NA
3048,1970/01/01 00:00:00+00,NA,NA,NA,NA
3050,1970/01/01 00:00:00+00,NA,NA,NA,NA
3051,1970/01/01 00:00:00+00,NA,NA,NA,NA
3052,1970/01/01 00:00:00+00,NA,NA,NA,NA
3053,1970/01/01 00:00:00+00,NA,NA,NA,NA
3054,1970/01/01 00:00:00+00,NA,NA,NA,NA
3056,1970/01/01 00:00:00+00,NA,NA,NA,NA
3057,1970/01/01 00:00:00+00,NA,NA,NA,NA
3058,1970/01/01 00:00:00+00,NA,NA,NA,NA
3059,1970/01/01 00:00:00+00,NA,NA,NA,NA
3060,1970/01/01 00:00:00+00,NA,NA,NA,NA
3061,1970/01/01 00:00:00+00,NA,NA,NA,NA
3062,1970/01/01 00:00:00+00,NA,NA,NA,NA
3063,1970/01/01 00:00:00+00,NA,NA,NA,NA
3065,1970/01/01 00:00:00+00,NA,NA,NA,NA
3066,1970/01/01 00:00:00+00,NA,NA,NA,NA
3067,1970/01/01 00:00:00+00,NA,NA,NA,NA
3068,1970/01/01 00:00:00+00,NA,NA,NA,NA
3070,1970/01/01 00:00:00+00,NA,NA,NA,NA
3071,1970/01/01 00:00:00+00,NA,NA,NA,NA
3072,1970/01/01 00:00:00+00,NA,NA,NA,NA
3073,1970/01/01 00:00:00+00,NA,NA,NA,NA
3075,1970/01/01 00:00:00+00,NA,NA,NA,NA
3076,1970/01/01 00:00:00+00,NA,NA,NA,NA
3077,1970/01/01 00:00:00+00,NA,NA,NA,NA
3078,1970/01/01 00:00:00+00,NA,NA,NA,NA
3079,1970/01/01 00:00:00+00,NA,NA,NA,NA
3080,1970/01/01 00:00:00+00,NA,NA,NA,NA
3081,1970/01/01 00:00:00+00,NA,NA,NA,NA
3082,1970/01/01 00:00:00+00,NA,NA,NA,NA
3085,1970/01/01 00:00:00+00,NA,NA,NA,NA
3086,1970/01/01 00:00:00+00,NA,NA,NA,NA
3087,1970/01/01 00:00:00+00,NA,NA,NA,NA
3088,1970/01/01 00:00:00+00,NA,NA,NA,NA
3089,1970/01/01 00:00:00+00,NA,NA,NA,NA
3090,1970/01/01 00:00:00+00,NA,NA,NA,NA
3091,1970/01/01 00:00:00+00,NA,NA,NA,NA
3092,1970/01/01 00:00:00+00,NA,NA,NA,NA
3093,1970/01/01 00:00:00+00,NA,NA,NA,NA
3094,1970/01/01 00:00:00+00,NA,NA,NA,NA
3096,1970/01/01 00:00:00+00,NA,NA,NA,NA
3097,1970/01/01 00:00:00+00,NA,NA,NA,NA
3098,1970/01/01 00:00:00+00,NA,NA,NA,NA
3099,1970/01/01 00:00:00+00,NA,NA,NA,NA
3101,1970/01/01 00:00:00+00,NA,NA,NA,NA
